subject	relation	object	time_step	datetime
ETHIOPIA	060 Engage in material cooperation, not specified below	SUDAN	11400	2018-01-08 22:00
LAOS	010 Make statement, not specified below	STUDENT	5880	2018-01-05 02:00
KING	051 Praise or endorse	WEST BANK	10455	2018-01-08 06:15
THE US	043 Host a visit	DEPUTY	33435	2018-01-24 05:15
PALESTINIAN	040 Consult, not specified below	ABDULLAH	6705	2018-01-05 15:45
PRESIDENT	041 Discuss by telephone	GREECE	11850	2018-01-09 05:30
POLICE	036 Express intent to meet or negotiate	INDONESIAN	33360	2018-01-24 04:00
UNITED KINGDOM	110 Disapprove, not specified below	INVESTOR	22365	2018-01-16 12:45
PRESIDENT	138 Threaten to use military force, not specified below	VENEZUELAN	1950	2018-01-02 08:30
UNITED STATES	026 Appeal to others to meet or negotiate	RESIDENTS	16155	2018-01-12 05:15
FIRE CHIEF	040 Consult, not specified below	JUDGE	24300	2018-01-17 21:00
SCOTTISH	071 Provide economic aid	SCHOOL	24870	2018-01-18 06:30
ITALIAN	120 Reject, not specified below	AUTHORITIES	16500	2018-01-12 11:00
CANADA	036 Express intent to meet or negotiate	LAWYER	21345	2018-01-15 19:45
DAVOS	051 Praise or endorse	EUROPEAN	33915	2018-01-24 13:15
MILWAUKEE	043 Host a visit	GOVERNOR	24240	2018-01-17 20:00
MILITARY	173 Arrest, detain, or charge with legal action 	STATE PRISON	6315	2018-01-05 09:15
CANADA	046 Engage in negotiation	NORTH KOREA	26205	2018-01-19 04:45
AMERICAN	040 Consult, not specified below	AMERICAN HUMANIST ASSOCIATION	4470	2018-01-04 02:30
TURKEY	112 Accuse, not specified below	ISRAEL	3765	2018-01-03 14:45
BANGLADESH	042 Make a visit	EMPLOYEE	14415	2018-01-11 00:15
UNITED STATES	141 Demonstrate or rally	KING	17445	2018-01-13 02:45
MERCHANT	042 Make a visit	SWITZERLAND	31005	2018-01-22 12:45
IRAN	173 Arrest, detain, or charge with legal action 	CRIMINAL	31095	2018-01-22 14:15
RESIDENTS	042 Make a visit	PRESIDENT	21750	2018-01-16 02:30
THE US	043 Host a visit	ISRAELI	23325	2018-01-17 04:45
CUBA	043 Host a visit	OBAMA	18210	2018-01-13 15:30
PHILIPPINE	100 Demand, not specified below	BISHOP	32700	2018-01-23 17:00
UNITED NATIONS	040 Consult, not specified below	MONROVIA	18135	2018-01-13 14:15
JAMMU AND KASHMIR	173 Arrest, detain, or charge with legal action 	POLICE DISTRICT	34440	2018-01-24 22:00
AUSTRALIAN	040 Consult, not specified below	JAPAN	24990	2018-01-18 08:30
UNITED STATES	172 Impose administrative sanctions, not specified below	MAYOR	4035	2018-01-03 19:15
EDUCATION SECRETARY	040 Consult, not specified below	OBAMA	6060	2018-01-05 05:00
CHINA	050 Engage in diplomatic cooperation, not specified below	TAIWAN	14670	2018-01-11 04:30
CONGRESS	112 Accuse, not specified below	GOVERNMENT	27285	2018-01-19 22:45
COMMUNITY	043 Host a visit	CAMBODIA	4050	2018-01-03 19:30
POLICE OFFICER	193 Fight with small arms and light weapons	PROTESTER	20715	2018-01-15 09:15
NIGERIA	100 Demand, not specified below	GOVERNMENT	21285	2018-01-15 18:45
WASHINGTON	020 Appeal, not specified below	PAKISTAN	29205	2018-01-21 06:45
SPANISH	070 Provide aid, not specified below	BUSINESS	23070	2018-01-17 00:30
PRIME MINISTER	173 Arrest, detain, or charge with legal action 	CRIMINAL	15630	2018-01-11 20:30
FINANCE MINIST	012 Make pessimistic comment	DUBLIN	6225	2018-01-05 07:45
UNITED STATES	013 Make optimistic comment	POLICE	33075	2018-01-23 23:15
RULING PARTY	114 Complain officially 	ARMY	24225	2018-01-17 19:45
CRIMINAL	112 Accuse, not specified below	CANADIAN	27210	2018-01-19 21:30
EUROPEAN PARLIAMENT	020 Appeal, not specified below	BULGARIAN	25455	2018-01-18 16:15
CANADA	192 Occupy territory	CALIFORNIA	9105	2018-01-07 07:45
AMERICAN	020 Appeal, not specified below	CANADA	32670	2018-01-23 16:30
PANAMA	173 Arrest, detain, or charge with legal action 	MEXICO	6270	2018-01-05 08:30
UNITED STATES	010 Make statement, not specified below	NEIGHBORHOOD	19710	2018-01-14 16:30
TURKISH	051 Praise or endorse	TURKEY	22620	2018-01-16 17:00
US AMBASSADOR	154 Mobilize or increase armed forces 	NORTH KOREA	3240	2018-01-03 06:00
KING	173 Arrest, detain, or charge with legal action 	ATLANTA	6000	2018-01-05 04:00
REFUGEE	040 Consult, not specified below	IMMIGRANT	23085	2018-01-17 00:45
MILITARY	160 Reduce relations, not specified below	EGYPT	7215	2018-01-06 00:15
ADVOCATE	172 Impose administrative sanctions, not specified below	ISRAELI	14265	2018-01-10 21:45
UNITED STATES	013 Make optimistic comment	COMPANY	7845	2018-01-06 10:45
POLICE	173 Arrest, detain, or charge with legal action 	UNITED STATES	7665	2018-01-06 07:45
AFRICA	040 Consult, not specified below	LIEUTENANT COLONEL	14925	2018-01-11 08:45
EUROPEAN COMMISSION	061 Cooperate economically	WORLD BANK	30705	2018-01-22 07:45
FEDERAL JUDGE	110 Disapprove, not specified below	ALABAMA	11445	2018-01-08 22:45
KENYA	036 Express intent to meet or negotiate	AFRICA	15690	2018-01-11 21:30
UNITED STATES	111 Criticize or denounce 	POLICE	23100	2018-01-17 01:00
VERMONT	110 Disapprove, not specified below	SCHOOL	13620	2018-01-10 11:00
PUBLICATION	060 Engage in material cooperation, not specified below	LAWMAKER	4245	2018-01-03 22:45
ISTANBUL	043 Host a visit	CHICAGO	12420	2018-01-09 15:00
SHANXI	172 Impose administrative sanctions, not specified below	WEBSITE	10170	2018-01-08 01:30
GERMANY	120 Reject, not specified below	REFUGEE	27045	2018-01-19 18:45
SYRIAN	112 Accuse, not specified below	GOVERNMENT	24210	2018-01-17 19:30
PAKISTAN	112 Accuse, not specified below	POLICE	13200	2018-01-10 04:00
UNITED STATES	020 Appeal, not specified below	RUSSIA	6045	2018-01-05 04:45
ISRAELI	173 Arrest, detain, or charge with legal action 	JORDANIAN	26745	2018-01-19 13:45
ASSOCIATED PRESS	073 Provide humanitarian aid	MIGRANT	14220	2018-01-10 21:00
THE WHITE HOUSE	040 Consult, not specified below	JIMMY CARTER	26310	2018-01-19 06:30
VIETNAM	040 Consult, not specified below	CAMBODIA	23670	2018-01-17 10:30
NEWS CORP	111 Criticize or denounce 	AUSTRALIA	4830	2018-01-04 08:30
BANK OF AMERICA	120 Reject, not specified below	SHAW COMMUNICATIONS	22605	2018-01-16 16:45
COMMUNITY	036 Express intent to meet or negotiate	UNITED STATES	27240	2018-01-19 22:00
MANAMA	173 Arrest, detain, or charge with legal action 	PRINCE	8130	2018-01-06 15:30
SUNNI	015 Acknowledge or claim responsibility	CANADIAN	25590	2018-01-18 18:30
MIAMI	173 Arrest, detain, or charge with legal action 	POLICE	25200	2018-01-18 12:00
SCHOOL	043 Host a visit	UNITED STATES	7260	2018-01-06 01:00
GEORGE SOROS	071 Provide economic aid	UNITED STATES	8310	2018-01-06 18:30
SPOKESMAN	010 Make statement, not specified below	NIGERIA	27975	2018-01-20 10:15
SAUDI ARABIA	040 Consult, not specified below	RUSSIA	26730	2018-01-19 13:30
ISRAELI	036 Express intent to meet or negotiate	ISRAEL	31140	2018-01-22 15:00
THE POOR	120 Reject, not specified below	COMPANY	25980	2018-01-19 01:00
POLICE	1121 Accuse of crime, corruption	BANK OF AMERICA	15420	2018-01-11 17:00
GOOGLE	020 Appeal, not specified below	UNITED STATES	24585	2018-01-18 01:45
POLICE	043 Host a visit	AUSTRALIA	2655	2018-01-02 20:15
MEDIA	182 Physically assault, not specified below	ISRAEL	34500	2018-01-24 23:00
FREEDOM HOUSE	0841 Return, release person(s)	UNITED STATES	2085	2018-01-02 10:45
UNITED STATES	013 Make optimistic comment	LAWMAKER	4320	2018-01-04 00:00
UNITED STATES	173 Arrest, detain, or charge with legal action 	PRISON	2835	2018-01-02 23:15
UNITED STATES	181 Abduct, hijack, or take hostage 	GOVERNMENT	27255	2018-01-19 22:15
REFUGEE	013 Make optimistic comment	BANGLADESH	32760	2018-01-23 18:00
ARMY	020 Appeal, not specified below	PRIME MINISTER	25080	2018-01-18 10:00
KADUNA	190 Use conventional military force, not specified below	FARMER	12900	2018-01-09 23:00
SCHOOL	020 Appeal, not specified below	MAINE	27570	2018-01-20 03:30
ROME	051 Praise or endorse	UNITED STATES	10920	2018-01-08 14:00
ITALY	042 Make a visit	CHINA	32640	2018-01-23 16:00
AUSTRALIA	061 Cooperate economically	JAPAN	24870	2018-01-18 06:30
LAWMAKER	190 Use conventional military force, not specified below	GUATEMALA CITY	18630	2018-01-13 22:30
MALAYSIAN	130 Threaten, not specified below	MALAYSIA	26490	2018-01-19 09:30
DEFENSE DEPARTMENT	130 Threaten, not specified below	MILITARY	27165	2018-01-19 20:45
COAST GUARD	073 Provide humanitarian aid	MIAMI	2175	2018-01-02 12:15
VERMONT	084 Return, release, not specified below	CANADA	22485	2018-01-16 14:45
PAKISTAN	036 Express intent to meet or negotiate	SRI LANKA	26820	2018-01-19 15:00
LOUISIANA	1724 Impose state of emergency or martial law	UNITED STATES	24075	2018-01-17 17:15
FINANCE MINIST	120 Reject, not specified below	GAZETTE	13845	2018-01-10 14:45
POLICE	020 Appeal, not specified below	LOS ANGELES	27270	2018-01-19 22:30
CHAD	046 Engage in negotiation	TEXAS	14190	2018-01-10 20:30
DEPUTY	193 Fight with small arms and light weapons	KING	21930	2018-01-16 05:30
BRITAIN	050 Engage in diplomatic cooperation, not specified below	THE EU	12225	2018-01-09 11:45
ARMY	031 Express intent to engage in material cooperation,  not specified below	FRENCH	33945	2018-01-24 13:45
CANADA	010 Make statement, not specified below	COMPANY	34005	2018-01-24 14:45
ISRAELI	163 Impose embargo, boycott, or sanctions	PRESIDENT	29520	2018-01-21 12:00
ETHIOPIAN	013 Make optimistic comment	ETHIOPIA	17895	2018-01-13 10:15
SWEDEN	036 Express intent to meet or negotiate	DENMARK	14055	2018-01-10 18:15
MOROCCAN	042 Make a visit	ALGERIAN	20850	2018-01-15 11:30
CONGRESS	042 Make a visit	GUJARAT	4005	2018-01-03 18:45
HOSPITAL	043 Host a visit	VILLAGE	29715	2018-01-21 15:15
BIHAR	072 Provide military aid	PATNA	3495	2018-01-03 10:15
RUSSIA	040 Consult, not specified below	CANADA	7425	2018-01-06 03:45
PROTESTER	141 Demonstrate or rally	MILITARY	20160	2018-01-15 00:00
CONGRESS	043 Host a visit	KARNATAKA	18540	2018-01-13 21:00
CHIEF JUSTICE	043 Host a visit	PRIME MINISTER	21990	2018-01-16 06:30
AUTHORITIES	193 Fight with small arms and light weapons	NEIGHBORHOOD	21225	2018-01-15 17:45
MAGISTRATE	100 Demand, not specified below	DEPUTY	10620	2018-01-08 09:00
NASSER	071 Provide economic aid	EGYPT	15495	2018-01-11 18:15
WORLD WILDLIFE FUND	012 Make pessimistic comment	POPULATION	26025	2018-01-19 01:45
UNITED STATES	046 Engage in negotiation	ADMINISTRATION	6900	2018-01-05 19:00
DOCTOR	020 Appeal, not specified below	TUNISIA	14490	2018-01-11 01:30
THE ASSOCIATED PRESS	193 Fight with small arms and light weapons	SOUTH CAROLINA	31080	2018-01-22 14:00
CAIRO	036 Express intent to meet or negotiate	AMMAN	14775	2018-01-11 06:15
HEALTH MINIST	046 Engage in negotiation	TORONTO	31530	2018-01-22 21:30
AMERICAN	130 Threaten, not specified below	SOMALIA	15660	2018-01-11 21:00
ATTORNEY	030 Express intent to cooperate, not specified below	GOVERNMENT	17460	2018-01-13 03:00
ADVOCATE	090 Investigate, not specified below	RANCHI	6360	2018-01-05 10:00
DURBAN	036 Express intent to meet or negotiate	AFRICA	32445	2018-01-23 12:45
PRESIDENT	055 Apologize	AMERICAN	16560	2018-01-12 12:00
LAWMAKER	040 Consult, not specified below	OVAL OFFICE	23025	2018-01-16 23:45
UNIVERSITY	020 Appeal, not specified below	BUSINESS	24525	2018-01-18 00:45
AUSTRALIA	010 Make statement, not specified below	UNITED STATES	5355	2018-01-04 17:15
UNITED STATES	046 Engage in negotiation	PRESIDENTIAL CANDIDATE	14760	2018-01-11 06:00
SOUTH AFRICAN	190 Use conventional military force, not specified below	INDUSTRY	12105	2018-01-09 09:45
INDUSTRY	042 Make a visit	INDONESIA	21315	2018-01-15 19:15
POLICE	1383 Threaten unconventional violence 	TELEVISION	5940	2018-01-05 03:00
AZERBAIJAN	173 Arrest, detain, or charge with legal action 	ARMENIA	12990	2018-01-10 00:30
RUSSIA	051 Praise or endorse	VLADIMIR PUTIN	20700	2018-01-15 09:00
CHIEF EXECUTIVE	042 Make a visit	AUTO MANUFACTURER	12330	2018-01-09 13:30
FULANI	160 Reduce relations, not specified below	NIGERIAN	6780	2018-01-05 17:00
UNITED STATES	043 Host a visit	SCHOOL	4980	2018-01-04 11:00
UNITED STATES	011 Decline comment	DISNEY	3015	2018-01-03 02:15
RUSSIA	030 Express intent to cooperate, not specified below	IRAN	13845	2018-01-10 14:45
SPAIN	036 Express intent to meet or negotiate	MILAN	16980	2018-01-12 19:00
GOVERNOR	013 Make optimistic comment	AFGHAN	26340	2018-01-19 07:00
ARMY	190 Use conventional military force, not specified below	PAKISTAN	18735	2018-01-14 00:15
JAPAN	020 Appeal, not specified below	NORTH AMERICA	12345	2018-01-09 13:45
CHINA	010 Make statement, not specified below	WEBSITE	7515	2018-01-06 05:15
PRESIDENT	010 Make statement, not specified below	UNITED STATES	34155	2018-01-24 17:15
FIGHTER	043 Host a visit	STAVROPOL	15105	2018-01-11 11:45
ISRAEL	042 Make a visit	AHMEDABAD	25110	2018-01-18 10:30
MALAYSIA	036 Express intent to meet or negotiate	VIETNAM	31155	2018-01-22 15:15
PRESIDENT	051 Praise or endorse	COMPANY	14505	2018-01-11 01:45
UNIVERSITY	036 Express intent to meet or negotiate	JOHANNESBURG	9690	2018-01-07 17:30
UNITED KINGDOM	190 Use conventional military force, not specified below	IRELAND	32520	2018-01-23 14:00
SENATOR	051 Praise or endorse	GHANAIAN	7500	2018-01-06 05:00
SENATOR	030 Express intent to cooperate, not specified below	PRESIDENT	22485	2018-01-16 14:45
POLICE	090 Investigate, not specified below	CHAD	23025	2018-01-16 23:45
THE US	020 Appeal, not specified below	ARMY	21330	2018-01-15 19:30
BAHRAIN	120 Reject, not specified below	JACKSONVILLE	22500	2018-01-16 15:00
PRINCE	020 Appeal, not specified below	UNITED STATES	14400	2018-01-11 00:00
WEST BANK	190 Use conventional military force, not specified below	VILLAGE	22470	2018-01-16 14:30
TRINIDAD AND TOBAGO	040 Consult, not specified below	LYON	1695	2018-01-02 04:15
RUSSIA	046 Engage in negotiation	TURKEY	4650	2018-01-04 05:30
ESTONIAN	040 Consult, not specified below	JAPAN	17295	2018-01-13 00:15
UNITED KINGDOM	043 Host a visit	CANADA	22725	2018-01-16 18:45
UNITED KINGDOM	090 Investigate, not specified below	BUSINESS	21015	2018-01-15 14:15
CYPRUS	160 Reduce relations, not specified below	UKRAINIAN	12030	2018-01-09 08:30
MUSLIM	042 Make a visit	JERUSALEM	11070	2018-01-08 16:30
ROTARY CLUB	046 Engage in negotiation	NASSAU	25335	2018-01-18 14:15
IMMIGRANT	110 Disapprove, not specified below	THE US	15870	2018-01-12 00:30
AFGHANISTAN	0233 Appeal for humanitarian aid	AFGHAN	2940	2018-01-03 01:00
RUSSIA	026 Appeal to others to meet or negotiate	CONGRESS	3015	2018-01-03 02:15
REPRESENTATIVES	042 Make a visit	MANILA	13500	2018-01-10 09:00
VIETNAM	010 Make statement, not specified below	UNITED STATES	22395	2018-01-16 13:15
SYRIA	043 Host a visit	SETTLEMENT	25770	2018-01-18 21:30
TERRORIST	111 Criticize or denounce 	AFGHANISTAN	27750	2018-01-20 06:30
POLICE	0841 Return, release person(s)	UNITED STATES	28800	2018-01-21 00:00
LEAGUE OF WOMEN VOTERS	013 Make optimistic comment	JUDGE	21465	2018-01-15 21:45
RUSSIA	046 Engage in negotiation	NORWAY	13680	2018-01-10 12:00
MISSOURI	042 Make a visit	CITIZEN	23790	2018-01-17 12:30
BANGLADESHI	044 Meet at a ÒhirdÓlocation	BANGLADESH	630	2018-01-01 10:30
FARMER	193 Fight with small arms and light weapons	POLICE	5400	2018-01-04 18:00
MILITANT	042 Make a visit	SECURITY FORCE	19590	2018-01-14 14:30
IRANIAN	111 Criticize or denounce 	GOVERNMENT	6495	2018-01-05 12:15
HOUSTON	190 Use conventional military force, not specified below	POLICE OFFICER	12900	2018-01-09 23:00
UNITED STATES	013 Make optimistic comment	POLITICIAN	31320	2018-01-22 18:00
IOWA	071 Provide economic aid	INDUSTRY	16365	2018-01-12 08:45
TEXAS	050 Engage in diplomatic cooperation, not specified below	COMPANY	32550	2018-01-23 14:30
CUBA	111 Criticize or denounce 	HAITI	17745	2018-01-13 07:45
NEPALESE	051 Praise or endorse	LIEUTENANT GENERAL	16365	2018-01-12 08:45
YOGA	042 Make a visit	VICTORIA	2835	2018-01-02 23:15
NIGERIA	042 Make a visit	HAITIAN	17550	2018-01-13 04:30
GOVERNOR	071 Provide economic aid	UNITED STATES	3030	2018-01-03 02:30
JUDGE	042 Make a visit	ATTORNEY GENERAL	24810	2018-01-18 05:30
ABBOT	042 Make a visit	UNITED STATES	24540	2018-01-18 01:00
EUROPEAN	040 Consult, not specified below	ADMINISTRATION	10080	2018-01-08 00:00
NORWAY	042 Make a visit	CABINET	16230	2018-01-12 06:30
SCHOOL	051 Praise or endorse	KING	24285	2018-01-17 20:45
COMPANIES	061 Cooperate economically	AFRICA	13815	2018-01-10 14:15
PROTESTER	1041 Demand change in leadership	IRAN	4020	2018-01-03 19:00
UNITED STATES	053 Rally support on behalf of	NICARAGUA	17070	2018-01-12 20:30
NEW YORK	110 Disapprove, not specified below	UNITED STATES	22665	2018-01-16 17:45
POLICE	020 Appeal, not specified below	COLOMBIA	20730	2018-01-15 09:30
CHINA	040 Consult, not specified below	AFRICA	32565	2018-01-23 14:45
JUDGE	013 Make optimistic comment	SPAIN	24195	2018-01-17 19:15
AFRICA	042 Make a visit	LONDON	13425	2018-01-10 07:45
UNITED STATES	046 Engage in negotiation	MALDIVE	34500	2018-01-24 23:00
MILITANT	182 Physically assault, not specified below	POLICEMEN	26670	2018-01-19 12:30
KABUL	111 Criticize or denounce 	SHIA	29220	2018-01-21 07:00
NORTH AMERICA	036 Express intent to meet or negotiate	UNITED STATES	26175	2018-01-19 04:15
JUBA	042 Make a visit	SUDAN	5790	2018-01-05 00:30
PAKISTANI	173 Arrest, detain, or charge with legal action 	PAKISTAN	6240	2018-01-05 08:00
PRESIDENT	051 Praise or endorse	UNITED STATES	4965	2018-01-04 10:45
SANTIAGO	194 Fight with artillery and tanks	PERU	17310	2018-01-13 00:30
SAINT	090 Investigate, not specified below	POLICE	16650	2018-01-12 13:30
AUTHORITIES	010 Make statement, not specified below	NORTH AMERICA	33525	2018-01-24 06:45
STUDENT	010 Make statement, not specified below	AMERICAN	15465	2018-01-11 17:45
DIPLOMAT	015 Acknowledge or claim responsibility	EMIRATI	24435	2018-01-17 23:15
LONDON	020 Appeal, not specified below	THE US	16365	2018-01-12 08:45
PRESIDENT	040 Consult, not specified below	LIEUTENANT GENERAL	32235	2018-01-23 09:15
IRAN	051 Praise or endorse	OBAMA	6915	2018-01-05 19:15
INDUSTRY	111 Criticize or denounce 	DANE	10320	2018-01-08 04:00
DEFENSE ATTORNEY	190 Use conventional military force, not specified below	UNITED STATES	25920	2018-01-19 00:00
NIGERIA	071 Provide economic aid	INSPECTOR GENERAL	22830	2018-01-16 20:30
UNITED STATES	045 Mediate	REPRESENTATIVES	17610	2018-01-13 05:30
BANK	012 Make pessimistic comment	POLITICIAN	22545	2018-01-16 15:45
VERMONT	051 Praise or endorse	SCHOOL	2625	2018-01-02 19:45
MAHARASHTRA	190 Use conventional military force, not specified below	CONGRESS	2835	2018-01-02 23:15
PRESIDENT	010 Make statement, not specified below	CATHOLIC	2565	2018-01-02 18:45
PROSECUTING ATTORNEY	010 Make statement, not specified below	UNITED STATES	6645	2018-01-05 14:45
FINANCE MINIST	046 Engage in negotiation	AFGHANISTAN	30900	2018-01-22 11:00
RESIDENTS	110 Disapprove, not specified below	KENYA	15285	2018-01-11 14:45
EUROPEAN	057 Sign formal agreement	THE EU	33915	2018-01-24 13:15
WASHINGTON	043 Host a visit	ATTORNEY	21600	2018-01-16 00:00
POLICE	010 Make statement, not specified below	HARYANA	23115	2018-01-17 01:15
VOTER	020 Appeal, not specified below	SPAIN	21000	2018-01-15 14:00
BUSINESS	013 Make optimistic comment	SCIENTIST	7080	2018-01-05 22:00
NIGERIA	111 Criticize or denounce 	PRESIDENT	26010	2018-01-19 01:30
CITIZEN	043 Host a visit	POLITICIAN	23040	2018-01-17 00:00
UNITED STATES	051 Praise or endorse	COMMUNITY	6735	2018-01-05 16:15
BELGIUM	043 Host a visit	PREMIER	15120	2018-01-11 12:00
POLICE	042 Make a visit	HOSPITAL	26250	2018-01-19 05:30
ISLAMIC	180 Use unconventional violence, not specified below	AFGHAN	14715	2018-01-11 05:15
FIREFIGHTER	190 Use conventional military force, not specified below	CEBU	7695	2018-01-06 08:15
